5	ezviz7.com	https://www.ezviz7.com/
6	fbcdn.net	https://www.fbcdn.net/
10	googletagmanager.com	https://www.googletagmanager.com/
11	googlevideo.com	https://www.googlevideo.com/
14	hicloudcam.com	https://www.hicloudcam.com/
18	whatsapp.net	https://www.whatsapp.net/
19	googleusercontent.com	https://www.googleusercontent.com/
20	apple-dns.net	https://www.apple-dns.net/
21	appsflyersdk.com	https://www.appsflyersdk.com/
22	trafficmanager.net	https://www.trafficmanager.net/
23	microsoftonline.com	https://www.microsoftonline.com/
24	aaplimg.com	https://www.aaplimg.com/
26	office.net	https://www.office.net/
28	digicert.com	https://www.digicert.com/
29	sharepoint.com	https://www.sharepoint.com/
30	youtu.be	https://www.youtu.be/
31	skype.com	https://www.skype.com/
32	ripn.net	https://www.ripn.net/
33	gandi.net	https://www.gandi.net/
35	goo.gl	https://www.goo.gl/
37	cloud.microsoft	https://www.cloud.microsoft/
41	windowsupdate.com	https://www.windowsupdate.com/
42	icloud.com	https://www.icloud.com/
43	googlesyndication.com	https://www.googlesyndication.com/
46	googledomains.com	https://www.googledomains.com/
47	cloudflare.net	https://www.cloudflare.net/
49	windows.net	https://www.windows.net/
50	ntp.org	https://www.ntp.org/
51	wa.me	https://www.wa.me/
53	gvt1.com	https://www.gvt1.com/
55	myfritz.net	https://www.myfritz.net/
56	tiktokcdn.com	https://www.tiktokcdn.com/
57	akam.net	https://www.akam.net/
58	gvt2.com	https://www.gvt2.com/
60	cdninstagram.com	https://www.cdninstagram.com/
61	edgekey.net	https://www.edgekey.net/
64	nginx.org	https://www.nginx.org/
65	gwfb.net	https://www.gwfb.net/
66	workers.dev	https://www.workers.dev/
67	pv-cdn.net	https://www.pv-cdn.net/
68	yandex.net	https://www.yandex.net/
69	windows.com	https://www.windows.com/
70	tiktokv.com	https://www.tiktokv.com/
71	ytimg.com	https://www.ytimg.com/
73	cloudflare-dns.com	https://www.cloudflare-dns.com/
74	nic.ru	https://www.nic.ru/
77	nginx.com	https://www.nginx.com/
79	edgesuite.net	https://www.edgesuite.net/
82	sentry.io	https://www.sentry.io/
83	root-servers.net	https://www.root-servers.net/
85	bit.ly	https://www.bit.ly/
87	okcdn.ru	https://www.okcdn.ru/
88	office365.com	https://www.office365.com/
89	google-analytics.com	https://www.google-analytics.com/
91	discord.gg	https://www.discord.gg/
